City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
125,Niquero,CU,2020-12-25 01:03:57,20.04,-77.58,75.34,79,0,3.76
126,Yumen,CN,2020-12-25 01:03:58,40.28,97.2,14.85,81,87,20.02
127,Plaster Rock,CA,2020-12-25 01:03:58,46.91,-67.39,41.0,80,90,16.11
128,Myitkyina,MM,2020-12-25 01:03:58,25.38,97.4,56.08,77,0,2.26
129,Port Lincoln,AU,2020-12-25 01:03:58,-34.73,135.87,65.5,65,2,9.4
130,Bulembu,SZ,2020-12-25 01:03:59,-25.97,31.13,71.01,93,100,3.36
131,Hobart,AU,2020-12-25 00:59:36,-42.88,147.33,64.99,41,75,6.93
132,Manzhouli,CN,2020-12-25 01:03:59,49.6,117.43,-4.79,85,0,9.69
133,Yellowknife,CA,2020-12-25 01:03:59,62.46,-114.35,0.0,84,90,11.41
134,Shimoda,JP,2020-12-25 01:04:00,34.67,138.95,55.4,58,40,9.17
135,Tromso,NO,2020-12-25 01:00:52,69.65,18.96,32.0,90,0,12.75
136,Georgetown,MY,2020-12-25 01:04:00,5.41,100.34,78.8,94,20,3.36
137,Bulle,CH,2020-12-25 01:04:00,46.62,7.06,34.0,84,100,2.24
138,Dikson,RU,2020-12-25 01:04:00,73.51,80.55,-16.78,84,99,8.14
139,Guzelyurt,TR,2020-12-25 01:04:01,38.28,34.37,33.8,80,75,8.05
140,Mount Gambier,AU,2020-12-25 01:04:01,-37.83,140.77,62.6,55,90,12.75
141,Oktyabrskiy,RU,2020-12-25 01:04:01,54.48,53.47,2.26,93,90,4.36
142,Torbay,CA,2020-12-25 01:04:02,47.67,-52.73,30.2,63,75,12.75
143,Provideniya,RU,2020-12-25 01:04:02,64.38,-173.3,6.8,77,0,8.95
144,Road Town,VG,2020-12-25 01:02:46,18.42,-64.62,78.8,78,40,16.11
145,Upernavik,GL,2020-12-25 01:04:02,72.79,-56.15,5.7,94,92,10.89
146,Kamenka,RU,2020-12-25 01:04:03,51.32,42.77,7.9,94,0,9.78
147,Los Llanos De Aridane,ES,2020-12-25 01:04:03,28.66,-17.92,66.2,55,0,8.05
148,Neiafu,TO,2020-12-25 01:04:03,-18.65,-173.98,84.2,79,75,9.17
149,Mar Del Plata,AR,2020-12-25 01:02:13,-38.0,-57.56,69.01,88,0,12.75
150,Teguldet,RU,2020-12-25 01:04:04,57.31,88.17,-8.46,89,100,8.68
151,Gorontalo,ID,2020-12-25 01:04:05,0.54,123.06,85.55,68,100,2.13
152,Nuuk,GL,2020-12-25 01:04:05,64.18,-51.72,19.4,73,100,13.87
153,Naze,JP,2020-12-25 01:04:05,28.37,129.48,62.6,63,75,14.99
154,Nanortalik,GL,2020-12-25 01:04:05,60.14,-45.24,25.63,90,100,33.24
