City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
359,Ngunguru,NZ,-35.62,174.5,62.01,61,0,5.01,clear sky
360,Sur,OM,22.57,59.53,75.27,63,2,16.55,clear sky
361,Kattivakkam,IN,13.22,80.32,86.0,55,75,9.17,broken clouds
362,Palu,ID,-0.89,119.87,82.24,73,65,3.11,broken clouds
363,Katangli,RU,51.71,143.23,-11.27,83,0,11.54,clear sky
364,Novyy Urengoy,RU,66.08,76.63,-40.16,81,0,1.39,clear sky
365,Batemans Bay,AU,-35.72,150.18,68.0,81,59,1.01,light rain
366,Jieshi,CN,22.81,115.83,73.99,61,0,14.74,clear sky
367,Surt,LY,31.21,16.59,63.01,52,41,16.24,scattered clouds
368,Mersin,TR,36.86,34.65,57.2,36,0,9.17,clear sky
369,Namuac,PH,18.61,121.17,78.67,85,69,15.97,broken clouds
370,Leningradskiy,RU,69.38,178.42,-5.69,85,0,5.59,clear sky
371,Abengourou,CI,6.73,-3.5,81.82,71,99,0.87,overcast clouds
372,Saurimo,AO,-9.66,20.39,77.45,73,100,3.4,light rain
373,Lekoni,GA,-1.58,14.26,83.59,61,72,6.2,light rain
374,Daru,PG,-9.08,143.21,80.98,80,100,2.39,overcast clouds
375,Manzhouli,CN,49.6,117.43,-6.48,90,89,3.98,overcast clouds
376,Nishihara,JP,26.18,127.76,68.0,60,20,10.29,few clouds
377,Orocue,CO,4.79,-71.34,72.82,86,100,5.46,overcast clouds
378,Yala,TH,6.33,101.25,80.6,88,40,9.17,scattered clouds
379,Macapa,BR,0.04,-51.07,77.0,100,40,3.36,scattered clouds
380,Zhigansk,RU,66.77,123.37,-31.0,83,72,1.3,broken clouds
381,Imbituba,BR,-28.24,-48.67,69.8,94,40,6.93,light rain
382,Patrocinio,BR,-18.94,-46.99,66.2,93,100,6.93,light rain
383,Matara,LK,5.95,80.54,84.27,66,18,6.26,few clouds
384,Jining,CN,35.41,116.58,46.74,52,100,7.47,overcast clouds
385,Ahipara,NZ,-35.17,173.17,58.24,76,0,9.42,clear sky
386,Conceicao Do Araguaia,BR,-8.26,-49.26,71.76,96,100,7.76,overcast clouds
387,Nanortalik,GL,60.14,-45.24,22.06,83,92,28.3,overcast clouds
388,Khor,RU,47.89,134.95,-3.77,80,43,13.11,scattered clouds
389,Kieta,PG,-6.22,155.63,81.5,75,100,2.42,overcast clouds
390,Rio Verde De Mato Grosso,BR,-18.92,-54.84,73.96,60,0,9.08,clear sky
391,Ruteng,ID,-8.61,120.47,69.46,99,98,1.1,moderate rain
392,Dakar,SN,14.69,-17.44,71.6,88,0,11.41,clear sky
393,Zyryanovsk,KZ,49.74,84.27,5.58,93,87,1.72,overcast clouds
394,Chingirlau,KZ,51.09,54.08,8.78,93,0,8.48,clear sky
395,Mantua,IT,45.17,10.78,39.99,93,18,3.0,few clouds
396,Palmer,US,42.16,-72.33,32.0,94,90,13.87,overcast clouds
397,Yuancheng,CN,36.65,107.79,30.58,73,67,2.44,broken clouds
398,Komsomolskiy,UZ,40.43,71.72,37.4,59,75,6.93,mist
399,Medicine Hat,CA,50.05,-110.67,28.4,85,90,3.36,overcast clouds
400,Manoharpur,IN,27.3,75.95,71.6,35,68,2.24,haze
401,Kidal,ML,18.44,1.41,68.83,23,65,15.59,broken clouds
402,Olafsvik,IS,64.89,-23.71,30.92,93,98,12.62,light snow
403,Nagorsk,RU,59.32,50.81,13.41,95,100,11.27,light snow
404,Soteapan,MX,18.23,-94.87,59.32,97,99,2.71,light rain
405,Cervia,IT,44.27,12.34,48.99,65,75,18.34,broken clouds
406,Anloga,GH,5.79,0.9,80.6,88,40,5.82,scattered clouds
407,Inirida,CO,3.87,-67.92,71.02,96,98,1.32,overcast clouds
408,Porto Nacional,BR,-10.71,-48.42,73.4,100,75,5.82,moderate rain
409,Port Augusta,AU,-32.5,137.77,97.0,26,31,9.17,scattered clouds
410,Kembe,CF,4.62,21.89,95.77,30,58,2.73,broken clouds
411,Tornio,FI,65.85,24.15,10.4,78,90,6.93,light snow
412,Englehart,CA,47.82,-79.87,3.2,77,90,12.75,light snow
413,Kulhudhuffushi,MV,6.62,73.07,82.31,79,0,14.97,clear sky
414,Conde,BR,-7.26,-34.91,77.0,88,40,4.7,scattered clouds
415,Meadow Lake,US,34.8,-106.54,30.0,48,1,9.17,clear sky
416,Atambua,ID,-9.11,124.89,78.37,84,100,3.74,heavy intensity rain
417,Grimshaw,CA,56.18,-117.6,12.99,84,20,12.75,few clouds
418,May Pen,JM,17.96,-77.25,78.8,78,20,13.87,few clouds
419,Burgos,ES,42.34,-3.71,32.0,94,75,3.36,light snow
420,Punta Arenas,CL,-53.15,-70.92,48.2,81,99,11.41,overcast clouds
421,Bestobe,KZ,52.5,73.1,-17.73,87,7,7.36,clear sky
422,Bowen,AU,-20.02,148.23,73.4,94,90,12.75,overcast clouds
423,Alice Springs,AU,-23.7,133.88,89.6,25,7,8.05,clear sky
424,Dryden,CA,49.78,-92.75,15.8,92,90,4.7,light snow
425,Turayf,SA,31.67,38.66,50.0,25,0,18.34,clear sky
426,Hofn,IS,64.25,-15.21,28.96,90,0,7.63,clear sky
427,Cabedelo,BR,-6.98,-34.83,77.0,88,40,4.7,scattered clouds
428,Tromso,NO,69.65,18.96,24.8,58,0,41.38,clear sky
429,Ishigaki,JP,24.34,124.16,71.6,73,40,13.87,scattered clouds
430,Mwinilunga,ZM,-11.74,24.43,72.75,83,100,6.87,light rain
431,Hakkari,TR,37.58,44.17,-2.2,84,40,3.36,mist
432,Fort Wellington,GY,6.4,-57.6,75.72,90,77,3.58,moderate rain
433,Hirara,JP,24.8,125.28,71.6,68,20,12.75,few clouds
434,Vestmannaeyjar,IS,63.44,-20.27,33.03,87,97,15.01,light snow
435,Sisimiut,GL,66.94,-53.67,10.6,92,61,4.63,light snow
436,Awjilah,LY,29.11,21.29,62.92,53,0,5.08,clear sky
437,Xiangxiang,CN,27.73,112.53,54.64,69,86,1.45,overcast clouds
438,Yantal,RU,56.85,105.25,-15.05,85,100,4.54,overcast clouds
439,Guayaramerin,BO,-10.84,-65.36,72.91,95,100,1.57,overcast clouds
440,Salinas,US,36.68,-121.66,59.0,93,40,3.36,scattered clouds
441,Doume,CM,4.23,13.45,87.73,20,54,3.49,broken clouds
442,Half Moon Bay,US,37.46,-122.43,57.0,100,90,9.17,mist
443,Kudahuvadhoo,MV,2.67,72.89,82.94,69,5,6.2,clear sky
444,Prince Rupert,CA,54.32,-130.32,42.8,93,40,5.82,scattered clouds
445,Buraydah,SA,26.33,43.98,53.6,37,75,9.17,broken clouds
446,Mount Gambier,AU,-37.83,140.77,73.4,40,67,5.82,broken clouds
447,Talnakh,RU,69.49,88.4,-23.8,74,20,4.47,few clouds
448,Lincoln,US,40.8,-96.67,27.0,85,1,2.77,clear sky
449,Kvitok,RU,56.07,98.48,-19.71,84,100,8.52,overcast clouds
450,Yibin,CN,28.77,104.62,54.81,52,17,3.22,few clouds
451,Karasjok,NO,69.47,25.51,-2.2,64,3,64.42,clear sky
452,Xuddur,SO,4.12,43.89,86.77,28,99,21.47,overcast clouds
453,Bocanda,CI,7.06,-4.5,84.88,64,100,1.21,overcast clouds
454,Verkhnyaya Inta,RU,65.98,60.31,-14.96,80,0,14.61,clear sky
455,Salalah,OM,17.02,54.09,78.8,31,0,21.92,clear sky
456,Dikson,RU,73.51,80.55,-13.83,88,0,8.37,clear sky
457,Saint-Georges,GD,12.06,-61.75,77.31,80,33,10.54,scattered clouds
458,Shitanjing,CN,39.23,106.34,27.36,74,0,1.39,clear sky
459,Sungaipenuh,ID,-2.08,101.38,79.0,56,98,5.01,light rain
460,High Level,CA,58.52,-117.14,-5.8,91,90,1.95,fog
461,Svetlaya,RU,46.54,138.33,4.35,75,0,8.16,clear sky
462,Maningrida,AU,-12.07,134.27,84.94,74,99,7.25,overcast clouds
463,Okato,NZ,-39.2,173.88,53.01,67,7,1.01,clear sky
464,Bacolod,PH,10.67,122.95,79.79,84,100,11.05,overcast clouds
465,San Andres,CO,12.58,-81.7,80.6,78,40,9.17,light rain
466,Port Blair,IN,11.67,92.75,80.91,81,100,17.18,overcast clouds
467,Tessalit,ML,20.2,1.01,69.13,23,48,10.89,scattered clouds
468,Ayan,RU,56.45,138.17,-23.67,80,100,15.86,overcast clouds
469,Ossora,RU,59.24,163.07,-2.58,92,100,14.43,snow
470,Sao Jose De Ribamar,BR,-2.56,-44.05,78.8,88,0,4.7,light rain
471,Sumbe,AO,-11.21,13.84,81.54,68,35,6.64,scattered clouds
472,Makakilo City,US,21.35,-158.09,73.4,88,90,6.93,light rain
473,Penzance,GB,50.12,-5.54,48.2,93,100,16.11,overcast clouds
474,Olavarria,AR,-36.89,-60.32,66.0,95,0,5.99,clear sky
475,Kisangani,CD,0.52,25.2,89.33,53,7,3.15,clear sky
476,Zverinogolovskoye,RU,54.46,64.85,2.25,94,89,6.98,overcast clouds
477,Khuzhir,RU,53.19,107.34,3.7,83,24,16.28,few clouds
478,Houma,US,29.6,-90.72,33.8,86,1,4.36,clear sky
479,Filadelfia,US,39.95,-75.16,25.0,49,20,14.99,few clouds
480,Ugoofaaru,MV,5.67,73.0,82.54,79,3,16.04,clear sky
481,Havoysund,NO,71.0,24.66,10.4,39,29,44.96,scattered clouds
482,Irbit,RU,57.67,63.07,2.44,92,100,6.8,overcast clouds
483,Gouyave,GD,12.16,-61.73,77.7,79,27,12.64,scattered clouds
484,Henties Bay,NA,-22.12,14.28,66.99,86,68,5.99,broken clouds
485,Atasu,KZ,48.68,71.64,10.47,94,7,8.21,clear sky
486,Ovalle,CL,-30.6,-71.2,57.85,86,77,2.53,broken clouds
487,Bilma,NE,18.69,12.92,67.84,27,74,7.38,broken clouds
488,Saint-Pierre,RE,-21.34,55.48,86.0,66,75,9.17,light rain
489,Suhbaatar,MN,50.23,106.21,3.09,85,100,10.0,overcast clouds
490,Fort Nelson,CA,58.81,-122.7,-13.0,83,5,1.36,clear sky
491,Comodoro Rivadavia,AR,-45.87,-67.5,68.0,60,0,3.36,clear sky
492,College,US,64.86,-147.8,-0.4,77,75,2.86,broken clouds
493,Pueblo Nuevo,MX,23.38,-105.38,48.06,50,0,5.1,clear sky
494,Qarqin,AF,37.42,66.04,33.03,95,100,20.98,snow
495,Cockburn Town,TC,21.46,-71.14,78.55,73,0,7.07,clear sky
496,Lugovoy,KZ,42.95,72.76,33.12,91,100,2.33,overcast clouds
497,Sinegorye,RU,62.08,150.48,-36.83,77,17,1.3,few clouds
498,Kurud,IN,20.83,81.72,78.8,26,0,2.24,haze
499,Catia La Mar,VE,10.6,-67.03,75.2,78,20,4.72,few clouds
500,Rudbar,AF,30.15,62.6,55.76,31,30,18.21,scattered clouds
501,Luang Prabang,LA,19.89,102.13,82.4,39,20,4.7,few clouds
502,Polyarnyy,RU,69.2,33.45,-23.8,74,20,2.24,few clouds
503,Marienburg,PL,54.04,19.03,32.0,100,55,9.57,broken clouds
504,Manyana,BW,-23.4,21.72,88.83,33,3,13.13,clear sky
505,Kaeo,NZ,-35.1,173.78,61.0,62,0,4.0,clear sky
506,Chernoyerkovskaya,RU,45.43,37.77,53.6,71,75,24.61,broken clouds
507,Phangnga,TH,8.45,98.53,82.4,78,40,11.41,heavy intensity rain
508,Perth,AU,-31.93,115.83,87.8,33,0,17.22,clear sky
509,Bakchar,RU,57.02,82.07,-31.95,83,29,3.0,scattered clouds
510,Zhangye,CN,38.93,100.45,32.68,67,5,4.38,clear sky
511,Santa Cruz,BO,-17.8,-63.17,75.2,100,90,5.82,moderate rain
512,Corrales,US,35.24,-106.61,28.99,43,0,3.6,clear sky
513,Luorong,CN,24.41,109.61,61.74,64,98,3.51,overcast clouds
514,Port Hawkesbury,CA,45.62,-61.35,50.0,93,90,11.41,overcast clouds
515,Abha,SA,18.22,42.51,69.8,29,0,8.5,clear sky
516,Canaries,ES,28.0,-15.5,66.0,82,20,6.93,few clouds
517,Cambridge,CA,43.36,-80.31,23.0,85,90,14.99,light snow
518,Ndele,CF,8.41,20.65,90.84,19,88,7.02,overcast clouds
519,Khoy,IR,38.55,44.95,28.4,68,0,4.7,clear sky
520,Hualmay,PE,-11.1,-77.61,67.28,85,100,5.5,overcast clouds
521,Alcala De Henares,ES,40.48,-3.36,33.01,86,0,3.36,clear sky
522,Egvekinot,RU,66.32,-179.17,5.49,93,45,6.98,scattered clouds
523,Saint-Joseph,RE,-21.37,55.62,86.0,66,75,9.17,light rain
524,Juba,SS,4.85,31.58,98.26,20,70,6.71,broken clouds
525,Jalu,LY,29.03,21.55,62.91,53,0,4.29,clear sky
526,Alyangula,AU,-13.85,136.42,87.8,74,40,6.93,scattered clouds
527,Riachos,PT,39.44,-8.51,39.0,99,0,3.0,clear sky
528,Bar Bigha,IN,25.22,85.73,75.15,25,0,7.52,clear sky
529,Fairview,US,40.81,-74.0,28.0,63,90,6.93,overcast clouds
530,Turukhansk,RU,65.82,87.98,-28.34,77,62,1.7,broken clouds
531,Avallon,FR,47.48,3.9,34.11,91,100,3.49,overcast clouds
532,Kinsale,IE,51.71,-8.53,46.4,87,75,16.11,broken clouds
533,Sao Felipe,BR,-14.82,-41.38,66.69,88,91,2.68,overcast clouds
534,Mpongwe,ZM,-13.51,28.16,77.34,74,100,7.18,light rain
535,Hailar,CN,49.2,119.7,-9.36,89,89,6.46,overcast clouds
536,Puerto Penasco,MX,31.32,-113.53,62.51,37,0,7.09,clear sky
537,Tarakan,ID,3.3,117.63,82.29,70,39,2.86,heavy intensity rain
538,Velke Karlovice,CZ,49.36,18.28,32.0,92,75,2.24,light snow
539,Espanola,US,35.99,-106.08,28.4,46,1,7.02,clear sky
540,Foki,RU,56.69,54.35,10.65,93,100,12.12,light snow
541,Clyde River,CA,70.47,-68.59,-18.4,75,0,4.7,clear sky
542,Axim,GH,4.87,-2.24,83.21,76,59,4.27,broken clouds
543,Usinsk,RU,65.99,57.53,-24.27,82,26,7.58,scattered clouds
544,Lubao,PH,14.92,120.55,87.8,74,75,11.41,light rain
545,Naryan-Mar,RU,67.67,53.09,-28.28,82,0,9.55,clear sky
546,Vermilion,US,40.17,-87.75,19.0,72,1,12.75,clear sky
547,Sharanga,RU,57.18,46.54,18.64,96,100,12.15,light snow
548,Sochi,RU,43.6,39.73,51.8,57,90,11.18,overcast clouds
549,Odweyne,SO,9.41,45.06,75.97,29,62,20.42,broken clouds
550,Hobyo,SO,5.35,48.53,81.86,63,32,22.41,scattered clouds
551,Dingle,PH,11.0,122.67,78.3,90,100,8.9,moderate rain
552,Tupik,RU,54.43,119.93,-25.49,80,30,2.24,scattered clouds
553,Ust-Kuyga,RU,70.02,135.6,-28.66,83,91,3.11,overcast clouds
554,Buchanan,LR,5.88,-10.05,80.29,82,97,2.44,overcast clouds
555,Northam,GB,51.03,-4.22,48.99,97,63,15.99,broken clouds
556,Berlevag,NO,70.86,29.09,19.92,91,7,23.89,clear sky
557,Warmbad,NA,-28.45,18.73,93.67,16,0,7.07,clear sky
558,Kermanshah,IR,34.31,47.06,35.6,29,0,2.24,clear sky
559,Kedougou,SN,12.56,-12.17,75.2,47,0,0.43,clear sky
560,Beziers,FR,43.35,3.22,42.01,52,0,23.04,clear sky
561,Dapaong,TG,10.86,0.2,77.61,18,55,14.14,broken clouds
562,Iisalmi,FI,63.56,27.19,21.2,85,90,5.82,light shower snow
563,Kamina,CD,-8.74,24.99,75.4,83,100,3.78,moderate rain
564,Dalvik,IS,65.97,-18.53,26.6,86,0,3.36,clear sky
565,Nome,US,64.5,-165.41,26.6,73,90,19.46,light snow
566,Lyngseidet,NO,69.58,20.22,24.8,58,0,41.38,clear sky
567,Tabuk,PH,17.42,121.44,77.52,87,84,3.15,broken clouds
568,Dukat,RU,62.55,155.55,-40.22,80,100,4.9,overcast clouds
569,Betanzos,ES,43.28,-8.21,39.0,80,20,5.82,fog
570,Tha Bo,TH,17.85,102.58,84.2,51,75,4.7,broken clouds
571,Chihuahua,MX,28.5,-106.0,37.99,30,8,1.99,clear sky
572,The Pas,CA,53.83,-101.25,17.6,72,75,10.29,broken clouds
573,Buala,SB,-8.14,159.59,82.18,78,100,4.72,moderate rain
574,Parita,PA,8.0,-80.52,70.7,89,84,1.14,broken clouds
575,Visnes,NO,59.36,5.22,45.0,75,40,16.11,light rain
576,Inhambane,MZ,-23.86,35.38,82.4,83,40,6.93,scattered clouds
577,Riyadh,SA,24.69,46.72,51.8,25,75,5.82,broken clouds
578,Darhan,MN,49.49,105.92,3.9,89,94,7.02,overcast clouds
579,Vila,PT,42.03,-8.16,44.01,80,0,1.12,clear sky
580,Schwabmunchen,DE,48.18,10.75,28.99,92,1,3.36,clear sky
581,Asau,RO,46.43,26.4,35.01,80,100,3.04,overcast clouds
582,Disna,BY,55.57,28.2,30.43,98,100,12.86,light snow
583,Constantine,DZ,36.37,6.61,37.4,86,75,5.82,broken clouds
584,Gwadar,PK,25.12,62.33,75.33,44,79,8.75,broken clouds
585,Tawang,IN,27.58,91.87,48.11,49,0,5.75,clear sky
586,Mangan,IN,27.52,88.53,65.7,38,8,5.59,clear sky
587,Segou,ML,13.43,-6.22,79.74,17,3,12.35,clear sky
588,Segezha,RU,63.74,34.32,11.53,95,100,11.83,overcast clouds
589,Victor Harbor,AU,-35.57,138.62,73.99,66,61,2.26,broken clouds
590,Thinadhoo,MV,0.53,72.93,82.11,63,0,5.03,clear sky
591,Eirunepe,BR,-6.66,-69.87,71.98,97,63,1.77,broken clouds
592,Tiarei,PF,-17.53,-149.33,80.6,78,75,5.82,broken clouds
593,Togur,RU,58.36,82.83,-34.85,83,100,5.1,overcast clouds
594,Worthing,GB,50.81,-0.37,45.0,91,98,4.0,overcast clouds
595,Tshikapa,CD,-6.42,20.8,77.23,82,100,1.99,overcast clouds
596,Huarmey,PE,-10.07,-78.15,68.09,85,100,5.08,overcast clouds
597,Camabatela,AO,-8.19,15.38,77.07,71,77,2.46,light rain
598,Cururupu,BR,-1.83,-44.87,77.7,81,96,4.38,overcast clouds
599,Arman,RU,59.7,150.17,-21.17,79,2,12.21,clear sky
600,Wanning,CN,18.8,110.4,73.04,86,81,8.68,broken clouds
601,Jacksonville Beach,US,30.29,-81.39,35.6,64,1,9.17,clear sky
602,Mangrol,IN,21.12,70.12,82.33,41,58,7.52,broken clouds
603,Kandrian,PG,-6.22,149.55,81.73,78,100,4.43,light rain
604,Young,UY,-32.68,-57.63,73.0,82,11,1.99,few clouds
605,Rodrigues Alves,BR,-7.74,-72.65,72.16,96,41,2.13,scattered clouds
606,Libreville,GA,0.39,9.45,78.8,94,20,6.93,light rain
607,Wasilla,US,61.58,-149.44,26.6,92,1,1.1,clear sky
608,Novikovo,RU,51.15,37.89,33.03,95,100,8.01,light snow
609,Sijunjung,ID,-0.69,100.95,91.42,41,80,4.41,broken clouds
610,Hanna,CA,51.63,-111.9,12.99,90,100,3.0,overcast clouds
611,Kathmandu,NP,27.72,85.32,64.4,31,20,6.93,few clouds
612,Jhol,PK,25.96,68.89,71.6,43,0,4.7,smoke
613,Visby,SE,57.64,18.3,32.0,88,81,8.05,broken clouds
614,Yumen,CN,40.28,97.2,27.41,75,99,14.9,overcast clouds
615,Walvis Bay,NA,-22.96,14.51,66.99,82,90,11.41,overcast clouds
616,Jacareacanga,BR,-6.22,-57.75,71.98,98,100,1.14,light rain
617,Alamogordo,US,32.9,-105.96,32.0,41,1,6.93,clear sky
618,Bulnes,CL,-36.74,-72.3,59.0,82,0,10.29,clear sky
619,Berasia,IN,23.63,77.43,77.0,31,0,3.36,haze
620,Gornopravdinsk,RU,60.05,69.9,-22.05,85,66,7.49,broken clouds
621,Marawi,PH,8.0,124.29,81.0,86,100,5.99,overcast clouds
622,Imaculada,BR,-7.39,-37.51,65.55,84,18,8.93,few clouds
623,Ampanihy,MG,-24.7,44.75,100.72,27,0,5.66,clear sky
624,Mustasaari,FI,63.11,21.68,23.0,85,90,3.36,overcast clouds
625,Christchurch,NZ,-43.53,172.63,53.01,87,18,12.75,moderate rain
626,Dunda,TZ,-8.12,34.25,84.34,51,44,2.33,light rain
627,Ereymentau,KZ,51.62,73.1,-10.01,87,6,7.7,clear sky
628,Skegness,GB,53.14,0.34,41.0,93,75,12.75,broken clouds
629,Chase,CA,50.82,-119.69,30.99,92,100,1.12,snow
630,Tilichiki,RU,60.47,166.1,16.32,95,100,9.82,overcast clouds
631,Nunkini,MX,20.33,-90.18,56.43,89,21,2.33,few clouds
632,Elk Point,US,42.68,-96.68,21.0,85,1,5.82,clear sky
633,Krasnoye,UA,49.91,24.61,32.0,87,90,6.71,overcast clouds
634,Sidhi,IN,24.42,81.88,75.34,20,0,6.49,clear sky
635,Davila,PH,18.47,120.58,86.0,70,75,13.87,broken clouds
636,Omboue,GA,-1.57,9.26,83.5,75,61,6.51,broken clouds
637,Eaton Socon,GB,52.22,-0.29,42.01,94,94,5.99,overcast clouds
638,Orasac,BA,44.63,16.07,34.03,90,100,12.57,snow
639,Karoi,ZW,-16.81,29.69,76.96,67,100,4.41,overcast clouds
640,Cache Creek,CA,50.81,-121.32,25.0,85,90,8.05,light snow
641,Zhanakorgan,KZ,43.91,67.25,34.47,85,91,3.27,overcast clouds
642,Grand Gaube,MU,-20.01,57.66,84.0,72,82,14.0,broken clouds
643,Batie,BF,9.88,-2.92,84.15,14,89,10.33,overcast clouds
644,Biberach,DE,48.09,9.79,28.99,92,39,4.7,scattered clouds
645,Bansdih,IN,25.88,84.22,73.85,24,0,6.17,clear sky
646,Rapid Valley,US,44.06,-103.15,30.99,67,1,5.82,clear sky
647,Ginda,IN,30.69,78.49,62.89,21,53,5.37,broken clouds
648,Iaciara,BR,-14.1,-46.63,67.3,94,79,2.62,broken clouds
649,Paamiut,GL,61.99,-49.67,17.92,78,83,10.74,broken clouds
650,Garowe,SO,8.41,48.48,83.34,22,82,20.18,broken clouds
651,Touros,BR,-5.2,-35.46,77.0,78,40,5.82,scattered clouds
652,Kondinskoye,RU,59.65,67.41,-16.71,88,100,9.55,overcast clouds
653,Talcahuano,CL,-36.72,-73.12,55.4,93,0,8.05,clear sky
654,Valparaiso,CL,-33.04,-71.63,55.4,100,20,3.36,few clouds
655,Flinders,AU,-34.58,150.86,70.0,77,85,8.01,overcast clouds
656,Morro Bay,US,35.37,-120.85,53.01,79,68,1.74,broken clouds
657,Santa Maria,BR,-29.68,-53.81,67.46,87,100,5.75,overcast clouds
658,Escanaba,US,45.75,-87.06,21.99,85,90,10.29,overcast clouds
659,Melito Di Porto Salvo,IT,37.92,15.77,57.2,76,100,8.05,overcast clouds
660,Bongandanga,CD,1.5,21.05,93.15,41,88,3.18,overcast clouds
661,Waingapu,ID,-9.66,120.26,83.79,66,34,3.94,scattered clouds
662,Morant Bay,JM,17.88,-76.41,78.8,78,20,13.87,few clouds
663,Tocopilla,CL,-22.09,-70.2,64.62,65,2,2.06,clear sky
664,Bilibino,RU,68.05,166.44,-38.88,78,43,1.39,scattered clouds
665,Tarragona,ES,41.13,1.25,43.0,38,0,5.82,clear sky
666,Hervey Bay,AU,-25.3,152.85,77.0,60,0,5.99,clear sky
667,Ponta Delgada,PT,37.73,-25.67,57.2,76,20,20.8,few clouds
668,Rabo De Peixe,PT,37.8,-25.58,57.2,76,20,20.8,few clouds
669,Izhma,RU,65.01,53.91,-8.77,88,100,10.2,overcast clouds
670,Teya,RU,60.38,92.63,-35.46,77,1,1.21,clear sky
671,Voh,NC,-20.97,164.7,78.84,82,31,4.94,scattered clouds
672,Rosetta,EG,31.4,30.42,69.8,56,40,9.17,scattered clouds
673,Maxixe,MZ,-23.86,35.35,82.4,83,40,6.93,scattered clouds
674,Pithora,IN,21.27,82.52,80.17,21,0,1.86,clear sky
675,San Lazaro,BZ,18.04,-88.66,60.08,84,47,4.99,scattered clouds
676,Dudinka,RU,69.41,86.18,-23.8,74,20,4.47,few clouds
677,Asind,IN,25.73,74.33,78.03,21,4,5.08,clear sky
678,Belaya Gora,RU,68.53,146.42,-16.29,88,100,11.79,overcast clouds
679,Teguldet,RU,57.31,88.17,-33.52,82,89,2.89,overcast clouds
680,Fortuna,US,40.6,-124.16,54.0,87,90,9.98,overcast clouds
681,Luba,GQ,3.46,8.55,81.95,75,100,4.61,light rain
682,Alekseyevsk,RU,57.84,108.35,-32.8,81,49,0.31,scattered clouds
683,Pangnirtung,CA,66.15,-65.71,-10.01,74,0,1.99,clear sky
684,Xunchang,CN,28.45,104.72,53.11,55,41,3.6,scattered clouds
685,Mayor Pablo Lagerenza,PY,-19.93,-60.77,76.14,82,96,6.6,light rain
686,Batashyurt,RU,43.31,46.51,19.4,92,90,2.24,fog
687,Bela,IN,25.93,81.98,73.53,23,0,6.78,clear sky
688,Lahij,YE,13.17,44.58,77.97,48,43,10.33,scattered clouds
689,Koratla,IN,18.82,78.72,83.17,20,1,5.17,clear sky
690,Shimanovsk,RU,52.0,127.7,-14.71,84,0,3.96,clear sky
691,Kismayo,SO,-0.36,42.55,84.7,59,87,21.74,overcast clouds
692,Burgeo,CA,47.62,-57.62,41.4,91,61,17.05,broken clouds
693,Tomatlan,MX,19.93,-105.25,69.19,94,62,1.3,broken clouds
694,Bahia Honda,CU,22.9,-83.16,65.75,66,99,9.66,overcast clouds
695,Nan,TH,18.83,100.67,87.8,52,20,6.93,few clouds
696,Ranghulu,CN,46.65,124.87,3.31,87,100,6.55,overcast clouds
697,Altay,CN,47.87,88.12,10.2,90,98,0.6,overcast clouds
698,Atar,MR,20.52,-13.05,72.0,20,96,2.46,overcast clouds
699,Solnechnyy,RU,50.72,136.63,-11.81,87,100,0.43,overcast clouds
700,Smoky Lake,CA,54.12,-112.47,23.0,92,94,2.24,overcast clouds
701,Kutum,SD,14.2,24.67,71.83,22,33,11.14,scattered clouds
702,Calama,CL,-22.47,-68.93,44.6,56,0,13.87,clear sky
703,Mujiayingzi,CN,42.12,118.78,16.25,89,2,6.29,clear sky
704,Sibolga,ID,1.74,98.78,81.79,77,100,2.24,moderate rain
705,Mayo,US,38.89,-76.51,26.01,49,1,8.05,clear sky
706,Margate,GB,51.38,1.39,39.99,81,100,4.0,overcast clouds
707,Ubrique,ES,36.68,-5.45,45.0,70,0,8.05,clear sky
708,Kosonsoy,UZ,41.26,71.55,39.2,69,90,4.7,moderate rain
709,Yendi,GH,9.44,-0.01,81.99,15,25,9.71,scattered clouds
710,Werder,DE,52.38,12.93,33.01,83,99,8.48,overcast clouds
711,Zhangjiakou,CN,40.81,114.88,23.2,81,0,1.63,clear sky
712,Ixtapa,MX,20.7,-105.2,64.99,95,6,3.33,clear sky
713,Iranshahr,IR,27.2,60.68,62.6,27,46,9.17,haze
714,Broken Hill,AU,-31.95,141.43,93.2,12,0,9.17,clear sky
715,Ntungamo,UG,-0.88,29.65,85.93,35,2,5.91,clear sky
716,Dubrovnik,HR,42.65,18.09,50.0,100,40,8.05,moderate rain
717,Valkeakoski,FI,61.26,24.03,26.6,92,90,4.7,overcast clouds
718,Nanchang,CN,28.68,115.88,59.85,56,0,1.7,clear sky
719,Vrede,ZA,-27.43,29.17,84.65,27,3,5.57,clear sky
720,Chumikan,RU,54.72,135.31,-19.7,75,100,9.75,overcast clouds
721,Kalmunai,LK,7.42,81.82,80.6,80,51,16.04,light rain
722,Joniskis,LT,56.24,23.62,30.2,100,90,10.29,mist
723,Pafos,CY,34.77,32.42,64.4,63,20,4.7,few clouds
724,Conil,FR,44.97,3.72,23.54,97,100,13.53,overcast clouds
725,Itatskiy,RU,56.07,89.04,-32.44,83,100,5.21,overcast clouds
726,Oussouye,SN,12.48,-16.55,69.8,77,0,6.93,clear sky
727,Hay River,CA,60.82,-115.8,6.8,84,0,4.7,clear sky
728,Lubango,AO,-14.92,13.49,73.4,67,20,6.93,few clouds
